Unnamed: 0,user_id,song_id,weight
0,703680,155818,777.5258924685497
1,801034,674816,2354.365719652379
3,975852,181501,448.41991565402367
4,563786,589532,-213.54440042109348
5,680731,173540,1683.0699655646783
6,580347,467336,5104.279835116645
7,510457,683627,674.4952701051113
8,427619,139708,805.6645962531566
9,582638,111351,420.5579646109841
10,677984,222168,785.5381563709963
11,763494,116583,294.6130088737334
12,565110,776827,2920.843947106042
13,229032,576192,-45.3496952778634
14,789430,858686,1456.8962503881455
15,792900,697735,1920.6324220781648
16,806119,720021,706.450941804833
17,185660,358492,-1896.4980189290973
18,703102,892846,3362.6200940163194
19,886976,359964,398.54388003437026
20,228705,744225,-779.2536956761193
21,685281,168036,1222.1455521277974
22,457281,676985,2400.767873056505
23,687507,79564,440.4998667621231
24,976288,853711,2900.1629998161284
25,834376,660710,-579.2941170999167
26,652344,412048,1471.723382670526
27,567610,695522,1813.5993208194323
28,757732,561824,480.35018405312104
29,880154,289302,2345.5492516090007
30,87420,368515,911.3957400429464
31,656073,500298,1201.695744123254
32,233136,230551,857.5573507180599
33,23425,168259,591.1245164256328
34,267531,712748,1755.8875868012196
35,500785,600576,1963.9611378796478
36,464862,681692,1711.6518353946021
37,175764,731273,284.4316883485179
38,485906,682351,-2500.8683922511095
39,564202,830738,1148.9276652841927
40,39784,432562,357.4887408437356
41,708871,945506,961.116223149293
42,960886,124092,880.9650020922437
43,617317,481574,-5165.262159391646
44,432054,232504,63.20513772437795
45,888088,178147,-246.70652924615302
46,827484,175115,1336.172207493029
47,101403,810856,891.8763118077565
48,198599,930630,55.44324564355006
49,184614,885751,745.1824418626861
50,168685,991132,-697.5131192554724
51,360936,181501,626.748402970441
52,594395,467336,4176.886093063336
53,960230,944806,706.2162720144461
54,983077,453204,1398.9468075780792
55,914527,19394,305.1471786100691
56,134594,361613,710.1967224491145
57,257737,322436,706.6580832919582
58,514611,742056,305.01025441539275
59,90287,46897,216.33844248204247
60,960206,155818,-495.15536428802216
61,196165,323222,1746.716686047143
62,847891,545918,-1236.5364806671685
63,927322,634974,-655.0556134999931
64,728367,610392,755.544816236537
65,138760,354754,493.80593440559016
66,383577,43041,1890.401161055395
67,756469,203088,2193.3952843554703
68,263144,419839,482.6069207410975
69,688290,810856,1254.4495337314993
70,229999,173540,1509.9644716923049
71,873523,71619,571.7635562480912
72,826268,477242,383.20780581532694
73,196767,405050,-429.89224350786503
74,956139,429815,1119.255023602684
75,853921,247498,330.9618406598576
76,642482,209007,3178.0937745192145
77,192054,947232,699.4041596499976
78,991436,950081,1103.358979721473
79,402936,359220,1028.3580008933109
80,73483,343176,1006.4084368834631
81,665395,696504,26.045904590761406
82,94128,191805,208.87049792566813
83,733443,784640,109.88297544386953
84,145024,149616,392.80895637240604
85,87420,357060,549.1432613998115
86,939428,443963,4766.275808018018
87,845022,172970,406.05029133494384
88,73989,442208,3042.4213733829492
89,748236,43055,920.7520966292003
90,961715,780093,557.6043388862718
91,789805,753436,796.7354957009036
92,321379,361613,1349.748022936094
93,298171,137151,377.1588851530365
94,473629,964047,402.899187460549
95,961018,278805,625.3541178309661
96,922821,845427,589.6333436951037
97,746758,543648,660.9417569308443
98,199796,923116,943.3847598949931
99,567276,361613,1091.0205780904093
100,787431,76576,151.5497670368846
101,809388,421331,1368.5800387626828
102,956839,530632,693.2105742444137
103,645071,272457,689.4971259746518
104,497095,958530,-237.12098160977968
105,303215,325011,1255.9604133705366
106,616654,166845,859.9713375962708
107,402769,429117,587.4034597198414
108,387838,789786,3060.076627949241
109,280445,278805,201.95028425590974
110,921397,845427,401.24717572396105
111,5545,138995,176.93840943948484
112,269328,843807,551.8124063135671
113,815960,358032,1646.7243066688097
114,581089,175115,1142.3723248506406
115,258600,343176,1164.553240066397
116,826214,124092,2361.900634371291
117,511970,378771,398.9938762703358
118,930675,569289,677.6789470537094
119,235465,677576,501.51460971058253
120,826533,665162,-2846.4427427825726
121,63167,457602,1150.3664529892062
122,749492,122935,1753.606871649284
123,115791,99737,1252.4297802415444
124,348711,494777,291.882099991693
125,457220,23763,-2974.923763380307
126,87432,873790,-153.60588800916975
127,878123,935585,8567.48733975399
128,749597,695522,1880.0143081837753
129,155431,668467,757.8739078405939
130,843911,156463,1243.3093773039377
131,733993,301921,-887.4017769226102
132,173252,259282,1802.9852210663723
133,304970,40691,1953.111594009961
134,667644,930577,-638.4662904051684
135,291936,218845,259.54283474969225
136,853921,208721,320.0072344234288
137,809698,172970,-193.5640077574135
138,212905,342381,1502.3675374778334
139,548651,879365,150.69762150267132
140,40242,332403,635.1711366927628
141,629589,440242,556.3182481649301
142,572442,926341,836.5660393740142
143,862066,853711,1806.2410831885081
144,690928,698415,-1362.9315006681754
145,880154,961450,232.66384578963294
146,838520,361613,3527.8707114685576
147,950278,181501,416.4521991494992
148,705172,984203,843.0822470801505
149,525454,282435,2504.05370343469
150,94085,697735,3611.782864347642
151,742254,887902,34.23136642338996
152,204933,736860,1155.4055752088755
153,418840,22989,2370.365780392507
154,459393,302116,170.45029934023648
155,387451,11502,8038.490564417651
156,127948,443525,2971.022449959851
157,162715,975724,1701.2101446287484
158,233407,175115,1382.0953654868113
159,720908,172767,-128.4257166639661
160,738689,940986,11.367782521026296
161,443869,159780,16.609806353615397
162,965700,158396,-385.4369154407457
163,760280,430087,-0.7326344435010625
164,535656,699356,4802.643121310462
165,545414,64135,1016.7230223663254
166,706244,184702,993.396630947097
167,14468,530577,1417.0953536059806
168,473629,831838,255.72946419273774
169,927895,156463,1674.0599787854148
170,321379,569772,283.1710049613187
171,714063,444328,2308.2661148546304
172,413789,442208,4323.662428552387
173,328648,442180,961.7750695873088
174,844831,825117,1763.2924215941634
175,652162,530577,832.1198027586449
176,35301,581871,3310.6841400483213
177,51309,200862,825.8138439712278
178,690928,622212,1400.075387496814
179,709789,569289,1345.9926232609757
180,307077,853711,3627.7206165586044
181,583366,322141,685.119875159924
182,770147,964615,674.411556572443
183,485327,530632,678.043176042559
184,390708,919754,-183.44427373154795
185,500243,580528,646.3143319758719
186,105101,155818,664.746768737346
187,592059,835492,1421.217911220554
188,35301,19394,521.2000109900241
189,609299,513102,-145.03824777002635
190,922821,222168,-413.0543205001708
191,606675,118072,46.688288180504514
192,388163,576534,1733.1451681989483
193,292139,795806,74.26134270844787
194,428585,203088,1111.7657905347965
195,921538,866793,1291.7971594939247
196,269980,545860,-1424.570035382003
197,739689,443963,918.2702602658505
198,544870,62959,913.1734623782841
199,230844,30048,128.7137041419124
200,133694,429117,596.4432023989905
201,872098,65027,157.54233111715538
202,304321,88581,1569.3417718331575
203,922821,670344,360.22359921599923
204,602086,417921,767.787413418351
205,50241,929648,899.4506197511921
206,523601,940359,518.0008588452303
207,428998,477958,1724.468275106419
208,386252,490812,-453.10173137899886
209,527585,530577,998.1719894968298
210,672075,203088,2677.691589672042
211,549879,719852,-1751.4529585330556
212,517910,853711,2646.391304260405
213,674938,923116,1569.788771027583
214,379468,839768,-121.12389262702399
215,629329,359220,712.7264150109849
216,738689,139708,1591.0092931769586
217,836445,714905,1489.6944676549886
218,728654,576534,656.5532082569755
219,162306,839864,-4128.1647567391665
220,677058,961450,-765.7504827118013
221,696596,429815,2080.0371525765963
222,865119,810856,-400.03745245364945
223,702370,864193,1678.99566390185
224,889386,342381,-57.00947901497702
225,12778,676985,1347.8590164634472
226,748236,683627,-2192.2853321161483
227,146050,882140,1132.470950398311
228,860559,343176,316.50155980479695
229,501724,103828,-222.84415287630375
230,629275,371227,483.43338029996596
231,767243,810856,-139.685464686555
232,648669,720245,-97.09991528242006
233,873523,352427,289.14804256518863
