user_id,song_id,weight
703680,155818,141.7640752646031
801034,674816,9.57234782365631
872331,448393,-1.8614583140684433
975852,181501,44.12165265080358
563786,589532,0.31991539034148
680731,173540,3.7951180897947734
580347,467336,186.69592184345825
510457,683627,690.0781378328085
427619,139708,6.507766044926994
582638,111351,39.010273264489626
677984,222168,7.976075899966984
763494,116583,41.58363464229247
565110,776827,2.1208815418887252
229032,576192,1.211918789589675
789430,858686,0.7744973485546384
792900,697735,7.709165899580227
806119,720021,5.159080249737894
185660,358492,188.0943230972812
703102,892846,176.0578499462379
886976,359964,2.0752675568707994
228705,744225,2.692544942287255
685281,168036,-0.5168084000090273
457281,676985,228.89172304536976
687507,79564,4.3169502722667135
976288,853711,27.014129210849266
834376,660710,17.85043895176567
652344,412048,16.515921809534184
567610,695522,123.24916214866131
757732,561824,138.9516040189853
880154,289302,7.112241924842547
87420,368515,2.406109405488411
656073,500298,55.30502079368365
233136,230551,164.7691035272213
23425,168259,33.92652851224964
267531,712748,56.29087570829972
500785,600576,0.15655635145805563
464862,681692,0.7317518470368634
175764,731273,0.019660245855949693
485906,682351,14.848604067340572
564202,830738,185.00758051997894
39784,432562,0.16715229440810514
708871,945506,0.7803429266660014
960886,124092,1037.7564938607911
617317,481574,-454.6068857386837
432054,232504,14.77707185386509
888088,178147,0.03819441583468808
827484,175115,1154.736698910855
101403,810856,110.8166167294125
198599,930630,44.54415808003451
184614,885751,62.22530085473397
168685,991132,77.46797712285546
360936,181501,1.990439422363897
594395,467336,366.4380088496844
960230,944806,21.3930943526901
983077,453204,14.686730282702259
914527,19394,5.396955349569356
134594,361613,396.14554615816303
257737,322436,9.985374882898585
514611,742056,-0.5895163145603017
90287,46897,-0.2794196481663834
960206,155818,1.3211768798131363
196165,323222,2.003976078494396
847891,545918,53.235236528447224
927322,634974,39.996348175132475
728367,610392,2.01708242139584
138760,354754,-0.06359293850516433
383577,43041,5.113719941199819
756469,203088,86.54713971594641
263144,419839,97.22335682081433
688290,810856,71.49515924357837
